Strata,BETA,SEBeta,RR,Low95%CI,Upper95%CI,BETA,SEBeta,RR,Low95%CI,Upper95%CI,BETA,SEBeta,RR,Low95%CI,Upper95%CI,BETA,SEBeta,RR,Low95%CI,Upper95%CI
Air Pollutant:,AQHI,,IQR=1,,,CO,,IQR=0.1,,,O3,,IQR=12.8,,,PM2.5,,IQR=6.5,,
Age 60+All,0.014936543,0.008499928,1.015048651,0.998278168,1.032101,0.14215008,0.07608095,1.014316522,0.999303385,1.029555,0.000737727,0.000967277,1.00948763,0.985285197,1.034285,0.000505037,0.001066058,1.003288135,0.989754013,1.017007
Age 60+ Female,0.00805306,0.01097506,1.008085573,0.986632097,1.030006,0.06829023,0.09834971,1.006852394,0.98762963,1.026449,0.000272858,0.001240353,1.003498689,0.972752698,1.035216,-0.000333807,0.001375215,0.997832607,0.980502597,1.015469
Age 60+ Male,0.0244699,0.01260689,1.024771745,0.999760424,1.050409,0.24441888,0.11265997,1.02474304,1.002363322,1.047622,0.001405096,0.00144773,1.018147937,0.98183165,1.055808,0.001688629,0.001581994,1.011036547,0.990863479,1.031620
All: LAG 6,0.006812077,0.004751691,1.006835332,0.997501888,1.016256,0.03370479,0.04161079,1.003376165,0.995226195,1.011593,0.000604408,0.00054782,1.007766426,0.994010722,1.021712,0.000903952,0.000588617,1.005892984,0.998378024,1.013465
Female,0.006796605,0.005596933,1.006819754,0.995835313,1.017925,0.04237997,0.04909344,1.00424699,0.994630152,1.013957,0.000193548,0.000644377,1.002480486,0.986404549,1.018818,0.001166707,0.000693362,1.007612424,0.998750944,1.016553
Male,0.006852689,0.00586339,1.006876222,0.995371191,1.018514,0.02439469,0.05124653,1.002442447,0.992423993,1.012562,0.001053853,0.000676905,1.01358071,0.996513219,1.030941,0.000620687,0.000726212,1.004042615,0.994796112,1.013375
Warm All,0.007549946,0.005441898,1.007578519,0.996888676,1.018383,0.05019355,0.06235034,1.005031973,0.992824556,1.017389,-0.000215935,0.00061517,0.997239848,0.981967219,1.012750,0.001104455,0.000773578,1.007204788,0.997327152,1.017180
Warm Female,0.003664636,0.006797935,1.003671359,0.990387185,1.017134,0.03827805,0.07787301,1.00383514,0.98862983,1.019274,-0.000680329,0.000766007,0.991329595,0.972460526,1.010565,0.001295037,0.000965995,1.008453269,0.996118517,1.020941
Warm Male,0.011743529,0.007250372,1.011812755,0.997535841,1.026294,0.06280871,0.08305771,1.006300637,0.990051378,1.022817,0.000290182,0.000821857,1.003721236,0.983237659,1.024632,0.000898732,0.001031087,1.005858854,0.992732248,1.019159
Cold All,0.006219516,0.007934935,1.006238897,0.99071046,1.022011,0.01674503,0.05772074,1.001675906,0.990407542,1.013072,0.002014203,0.000945031,1.026117024,1.002075011,1.050736,0.000655404,0.000874237,1.004269213,0.993145944,1.015517
Cold Female,0.010103374,0.009036687,1.010154585,0.992420339,1.028206,0.03594994,0.06599063,1.003601464,0.990704305,1.016667,0.001578584,0.001077078,1.020411396,0.993207318,1.048361,0.000974092,0.000997003,1.006351685,0.993650027,1.019216
Cold Male,0.00196897,0.009370561,1.00197091,0.983736375,1.020543,-0.004006102,0.067876543,0.99959947,0.986389065,1.012987,0.002493226,0.001116157,1.032427982,1.003918804,1.061747,0.00030744,0.001030852,1.002000358,0.988927067,1.015246
Age 0-10 All,0.01646882,0.00780368,1.016605179,1.001174296,1.032274,0.03799671,0.06632533,1.003806899,0.990842098,1.016941,0.001642549,0.000904844,1.021247202,0.998325305,1.044695,0.001797601,0.000958466,1.011752936,0.999473688,1.024183
Age 0-10 Female,0.01779953,0.0104248,1.017958886,0.997370386,1.038972,0.09402038,0.08828764,1.009446376,0.992128802,1.027066,0.001381304,0.001207585,1.01783792,0.987464037,1.049146,0.00201856,0.001281705,1.013207093,0.996796859,1.029887
Age 0-10 Male,0.015352127,0.009499443,1.015470576,0.996738549,1.034555,-0.008309018,0.080935726,0.999169443,0.983444274,1.015146,0.001848034,0.001102343,1.02393683,0.996007246,1.052650,0.001613772,0.00116561,1.010544726,0.995649139,1.025663
Age 11-60 All,0.00595604,0.005544349,1.005973812,0.995101155,1.016965,0.03718568,0.0489005,1.00372549,0.994151241,1.013392,0.000569229,0.000638735,1.00731274,0.991299617,1.023585,0.001104192,0.000687493,1.007203066,0.998419837,1.016064
Age 11-60 Female,0.01034052,0.006869048,1.010394168,0.996882057,1.024089,0.06221194,0.06061575,1.006240586,0.994356492,1.018267,0.000166437,0.00079162,1.002132665,0.982426479,1.022234,0.001694104,0.000850972,1.011072528,1.000170307,1.022094
Age 11-60 Male,0.00086205,0.00722384,1.000862422,0.986791334,1.015134,0.00813988,0.0636744,1.000814319,0.988401592,1.013383,0.001040921,0.000831931,1.013412946,0.992480716,1.034787,0.000417205,0.000896796,1.002715513,0.991324503,1.014237
Age 60+All,-0.006869546,0.008469766,0.993153995,0.976802998,1.009779,0.008569535,0.076449042,1.000857321,0.98597226,1.015967,-0.0009366,0.000969682,0.988083096,0.964335648,1.012415,-0.001376059,0.001061223,0.991095499,0.97778608,1.004586
Age 60+ Female,-0.01814237,0.01094129,0.982021212,0.96118604,1.003308,-0.10079628,0.09899228,0.989971001,0.970948243,1.009366,-0.001166585,0.001246483,0.985178646,0.954847102,1.016474,-0.001611562,0.00137032,0.98957952,0.97245349,1.007007
Age 60+ Male,0.00889298,0.01254251,1.00893264,0.984432113,1.034043,0.1598007,0.1128161,1.016108434,0.993886876,1.038827,-0.000618088,0.001446611,0.992119687,0.95675866,1.028788,-0.001034528,0.001573311,0.993298126,0.973586684,1.013409
All: LAG 7,0.004854704,0.00473823,1.004866507,0.995577581,1.014242,0.03818669,0.04157008,1.003825969,0.99568029,1.012038,0.000753841,0.000544747,1.009695868,0.995990611,1.023590,0.000438787,0.000586727,1.002856187,0.995387882,1.010381
Female,0.002358113,0.005583365,1.002360896,0.991451466,1.013390,0.000117671,0.04909264,1.000011767,0.990435642,1.009680,0.001130899,0.000640286,1.014580785,0.998413272,1.031010,0.000265211,0.000691281,1.001725358,0.992941977,1.010586
Male,0.007581894,0.00584797,1.007610709,0.996127391,1.019226,0.07911216,0.05117773,1.007942592,0.997882626,1.018104,0.000343829,0.000674261,1.00441071,0.987563136,1.021546,0.000632517,0.000724249,1.004119824,0.99489749,1.013428
Warm All,0.005583454,0.005423852,1.005599071,0.99496542,1.016346,0.02550598,0.06316054,1.002553854,0.990219278,1.015042,3.96155E-05,0.000608549,1.000507207,0.985348199,1.015899,0.000589424,0.000773939,1.003838605,0.993989409,1.013785
Warm Female,0.005510717,0.006773878,1.005525929,0.992263994,1.018965,-0.02310961,0.07880769,0.997691707,0.982399463,1.013222,0.000830754,0.000757761,1.010690389,0.991657933,1.030088,0.000540723,0.000966659,1.003520883,0.991238075,1.015956
Warm Male,0.005712229,0.007237248,1.005728575,0.991563016,1.020097,0.07781823,0.08432702,1.00781218,0.991291864,1.024608,-0.000810375,0.000813912,0.989680812,0.969677028,1.010097,0.000652396,0.001032488,1.004249578,0.991126283,1.017547
Cold All,0.004185347,0.007904713,1.004194118,0.988755803,1.019873,0.03371576,0.05732391,1.003377266,0.992166929,1.014714,0.002079748,0.000944839,1.026978272,1.002920911,1.051613,0.000200349,0.000869512,1.001303117,0.990272309,1.012457
Cold Female,-0.001091475,0.009011262,0.99890912,0.981421205,1.016709,-0.001868412,0.06563989,0.999813176,0.987032552,1.012759,0.002032856,0.001075332,1.026362047,0.999043086,1.054428,-4.81768E-05,0.000991566,0.9996869,0.987137735,1.012396
Cold Male,0.009945581,0.009329312,1.009995203,0.99169481,1.028633,0.07199292,0.06733106,1.007225269,0.994020354,1.020606,0.00213332,0.001118541,1.027682735,0.999244825,1.056930,0.000473787,0.001025946,1.003084362,0.990058807,1.016281
Age 0-10 All,0.014581885,0.007823446,1.014688719,0.999248214,1.030368,0.05682033,0.06627802,1.005698206,0.992718183,1.018848,0.001042204,0.000900682,1.013429589,0.990786607,1.036590,0.001309644,0.000958487,1.008549022,0.996308392,1.020940
Age 0-10 Female,0.01553455,0.01044947,1.015655838,0.995065802,1.036672,0.04728683,0.08840776,1.004739881,0.9874798,1.022302,0.00185392,0.001201223,1.024013977,0.993614369,1.055344,0.001380171,0.001276321,1.009011473,0.992737284,1.025552
Age 0-10 Male,0.01372155,0.009520134,1.013816123,0.995074259,1.032911,0.06408241,0.08071533,1.006428818,0.99063219,1.022477,0.000379611,0.001096944,1.004870845,0.977593724,1.032909,0.001242047,0.001169065,1.008105983,0.993202625,1.023233
Age 11-60 All,0.001482842,0.005527706,1.001483942,0.990692127,1.012393,0.0542531,0.04898581,1.005440054,0.995832798,1.015140,0.000375348,0.000635833,1.004816014,0.988914577,1.020973,0.000454288,0.000686133,1.002957236,0.994228258,1.011763
Age 11-60 Female,2.62518E-05,0.006858726,1.000026252,0.986672754,1.013560,0.04651843,0.06085364,1.00466268,0.992750932,1.016717,0.000425762,0.000787722,1.005464631,0.985789323,1.025533,9.47787E-05,0.000851854,1.000616251,0.989815657,1.011535
Age 11-60 Male,0.003225256,0.007192172,1.003230463,0.989187479,1.017473,0.06325526,0.06365539,1.006345574,0.993867948,1.018980,0.000317304,0.000828847,1.00406975,0.98340659,1.025167,0.000877535,0.000892077,1.005720276,0.99435491,1.017216
Age 60+All,-0.000486711,0.008441415,0.999513407,0.983112338,1.016188,-0.05344244,0.07624943,0.994670011,0.979915307,1.009647,0.001523409,0.000968033,1.019690995,0.99522506,1.044758,-0.001145466,0.001055973,0.99258212,0.979318238,1.006026
Age 60+ Female,-0.007695233,0.010908141,0.9923343,0.971343427,1.013779,-0.21459678,0.09838747,0.978768943,0.96007524,0.997827,0.002348058,0.001243786,1.030511357,0.998851699,1.063175,-0.000749409,0.001362626,0.995140686,0.978014274,1.012567
Age 60+ Male,0.00950678,0.0125092,1.009552113,0.985100855,1.034610,0.1735869,0.1131595,1.017510228,0.995191028,1.040330,0.000331529,0.001446595,1.004252588,0.96845951,1.041369,-0.001688541,0.001568698,0.989084495,0.969513646,1.009050
All: LAG 8,0.008819993,0.004740769,1.008859004,0.999528197,1.018277,-0.02809173,0.04168284,0.997194769,0.98908104,1.005375,0.001004259,0.000542528,1.01293749,0.999243859,1.026819,0.001024724,0.000587566,1.006682938,0.999175455,1.014247
Female,0.01008395,0.005584422,1.010134964,0.999138854,1.021252,-0.0418333,0.04912699,0.995825408,0.986282731,1.005460,0.001550162,0.000637411,1.020040236,1.00385813,1.036483,0.001361163,0.000692019,1.008886815,1.000031238,1.017821
Male,0.007479042,0.005854157,1.00750708,0.996012864,1.019134,-0.0132637,0.05142806,0.998674509,0.988658535,1.008792,0.000412045,0.000671721,1.005288109,0.988488806,1.022373,0.000666874,0.000725586,1.004344089,0.995102746,1.013671
Warm All,0.004406901,0.005475274,1.004416626,0.993695322,1.015254,-0.09467939,0.06422966,0.990576741,0.978184524,1.003126,0.000834677,0.000609444,1.010741142,0.995404725,1.026314,0.000831753,0.00078031,1.005421035,0.995475512,1.015466
Warm Female,0.008947988,0.006812672,1.008988141,0.995604838,1.022551,-0.08962922,0.07983886,0.991077125,0.975689051,1.006708,0.001358854,0.000757146,1.017545476,0.998399335,1.037059,0.001339965,0.000971207,1.008747813,0.996343297,1.021307
Warm Male,-0.000444633,0.007298305,0.999555466,0.985358927,1.013957,-0.09987019,0.08578221,0.990062686,0.97355561,1.006850,0.000268223,0.000813966,1.003439155,0.98315595,1.024141,0.00029353,0.001039954,1.001909766,0.988722999,1.015272
Cold All,0.013260359,0.007852439,1.013348667,0.997871846,1.029066,-0.010044,0.05705736,0.998996104,0.987886326,1.010231,0.001653337,0.000938539,1.021388232,0.997619485,1.045723,0.001068249,0.000867117,1.006967781,0.995904956,1.018153
Cold Female,0.011598242,0.008967542,1.011665762,0.994039693,1.029604,-0.03247065,0.06530067,0.996758201,0.984082055,1.009598,0.002302352,0.001067573,1.029908647,1.002690447,1.057866,0.001292888,0.000990071,1.008439183,0.995799116,1.021240
Cold Male,0.015076545,0.009265663,1.015190769,0.996920597,1.033796,0.01407124,0.06712852,1.001408114,0.988318697,1.014671,0.000943959,0.001112157,1.012155966,0.984305345,1.040795,0.000830006,0.001023053,1.005409618,0.992390444,1.018600
Age 0-10 All,0.01998229,0.00780596,1.020183272,1.004693589,1.035912,-0.0129148,0.06605915,0.998709354,0.985861823,1.011724,0.001610603,0.000897297,1.02082969,0.998106127,1.044071,0.002124881,0.00095656,1.013907549,1.001626473,1.026339
Age 0-10 Female,0.031305694,0.01041809,1.031800871,1.010945708,1.053086,0.03914631,0.08772404,1.003922303,0.9868085,1.021333,0.00210513,0.001198382,1.027311981,0.996885516,1.058667,0.004164654,0.001272854,1.027439979,1.01091321,1.044237
Age 0-10 Male,0.010689154,0.009513233,1.010746487,0.992074789,1.029770,-0.05638101,0.08078345,0.994377763,0.978757218,1.010248,0.001207707,0.001092526,1.015578753,0.988120483,1.043800,0.000440704,0.001168198,1.002868683,0.988053664,1.017906
Age 11-60 All,0.005905659,0.005536555,1.005923132,0.995066222,1.016898,-0.01720505,0.0492409,0.998280974,0.988692692,1.007962,0.00060833,0.00063424,1.007817019,0.991907731,1.023981,0.000791689,0.000687949,1.005159242,0.996388047,1.014008
Age 11-60 Female,0.002288292,0.006865135,1.002290912,0.988894751,1.015869,-0.03949652,0.06103024,0.996058138,0.984214341,1.008044,0.000775925,0.000784472,1.009981324,0.990298374,1.030055,0.000533809,0.000852884,1.003475785,0.992631299,1.014439
Age 11-60 Male,0.010088452,0.007208287,1.010139512,0.995968358,1.024512,0.008283643,0.064136651,1.000828707,0.988326254,1.013489,0.000416977,0.000828235,1.005351574,0.984677154,1.026460,0.001093633,0.000895905,1.007133941,0.995704039,1.018695
Age 60+All,-0.00021436,0.008475042,0.999785663,0.983315315,1.016532,-0.09901867,0.07680581,0.990146995,0.975353016,1.005165,0.00137815,0.000960786,1.017796829,0.993556967,1.042628,-0.000144919,0.001062316,0.99905847,0.985628392,1.012672
Age 60+ Female,0.006122469,0.010935398,1.00614125,0.984805705,1.027939,-0.17469927,0.09894853,0.982681787,0.96380736,1.001926,0.003198775,0.001234064,1.041794097,1.01003413,1.074553,0.000076723,0.001371313,1.000498824,0.983171382,1.018132
Age 60+ Male,-0.008946733,0.012592778,0.99109317,0.966930577,1.015860,0.009125695,0.114365411,1.000912986,0.978726491,1.023602,-0.001220945,0.00143594,0.984493389,0.94965838,1.020606,-0.000421689,0.00157773,0.997262775,0.977417628,1.017511
All: LAG 9,0.008578733,0.004739563,1.008615636,0.999289442,1.018029,-0.02475931,0.04147046,0.997527132,0.989451885,1.005668,0.000935116,0.000543225,1.012041406,0.998342431,1.025928,0.000677965,0.000588853,1.004416497,0.996909571,1.011980
Female,0.011825435,0.005576315,1.011895632,1.000896259,1.023016,-0.02135112,0.04890584,0.997867166,0.988347763,1.007478,0.001807486,0.000638169,1.02340553,1.007150883,1.039923,0.000785486,0.000693712,1.005118715,0.996274724,1.014041
Male,0.00506996,0.005867936,1.005082834,0.993589441,1.016709,-0.02828344,0.05119898,0.997175652,0.987219035,1.007233,-1.78148E-05,0.000673209,0.999771997,0.983028175,1.016801,0.000566089,0.000727937,1.003686356,0.99442128,1.013038
Warm All,0.005449105,0.005530866,1.005463978,0.994623115,1.016423,-0.08091664,0.06518818,0.991940985,0.979347694,1.004696,0.000781226,0.000618759,1.010049857,0.994491495,1.025852,0.000671167,0.000785748,1.004372115,0.994368075,1.014477
Warm Female,0.01124146,0.00685472,1.011304883,0.997808613,1.024984,-0.03644223,0.08088492,0.996362409,0.980691183,1.012284,0.001840955,0.000765188,1.023844054,1.004376738,1.043689,0.000941896,0.000977537,1.006141104,0.993688504,1.018750
Warm Male,-0.000756993,0.007375268,0.999243293,0.984902608,1.013793,-0.12862174,0.08685636,0.98722019,0.970556151,1.004170,-0.000367361,0.000826538,0.995308817,0.974882424,1.016163,0.000394357,0.001043992,1.002566609,0.9893203,1.015990
Cold All,0.010834387,0.007798107,1.010893292,0.995559983,1.026463,-0.009252476,0.056254394,0.99907518,0.988120022,1.010152,0.001391352,0.000932213,1.017968837,0.994437474,1.042057,0.000684639,0.000866774,1.00446007,0.993429136,1.015613
Cold Female,0.011771457,0.008902916,1.011841013,0.994337832,1.029652,-0.0220809,0.06448719,0.997794346,0.985262103,1.010486,0.002125969,0.001062693,1.027586042,1.000551713,1.055351,0.0006807,0.000989945,1.004434353,0.991846076,1.017182
Cold Male,0.00978137,0.009238214,1.009829364,0.991709032,1.028281,0.004480828,0.066314325,1.000448183,0.987528892,1.013536,0.000582913,0.001105701,1.007489191,0.979925687,1.035828,0.000687605,0.001026101,1.004479435,0.991433806,1.017697
Age 0-10 All,0.019389305,0.007804248,1.019578498,1.004101367,1.035294,0.04160206,0.06585145,1.004168872,0.991291463,1.017214,0.000108924,0.000900812,1.0013952,0.979017908,1.024284,0.00196811,0.000960515,1.012874892,1.000555908,1.025346
Age 0-10 Female,0.032603466,0.010384178,1.033140783,1.012325822,1.054384,0.004736531,0.087550223,1.000473765,0.983452253,1.017790,0.002083026,0.001204065,1.027021364,0.996461426,1.058519,0.003476558,0.001274768,1.022854888,1.006377332,1.039602
Age 0-10 Male,0.008415562,0.009540067,1.008451072,0.98976972,1.027485,0.07288015,0.0805026,1.007314637,0.991545448,1.023335,-0.001505851,0.001095862,0.98090968,0.954308887,1.008252,0.00070604,0.001176574,1.004599807,0.989653603,1.019772
Age 11-60 All,0.005462827,0.005541505,1.005477775,0.994616023,1.016458,-0.03618943,0.04894687,0.996387597,0.986874373,1.005993,0.000893491,0.000634825,1.011502334,0.995520259,1.027741,0.000420289,0.00068931,1.002735613,0.993968333,1.011580
Age 11-60 Female,0.005960083,0.006860139,1.00597788,0.992542159,1.019595,0.001497345,0.060575603,1.000149746,0.988345364,1.012095,0.001129737,0.000784908,1.014565694,0.99478252,1.034742,0.00037495,0.000854194,1.002440147,0.991590304,1.013409
Age 11-60 Male,0.004834041,0.007232761,1.004845744,0.990701332,1.019192,-0.07973294,0.06389467,0.992058408,0.979711979,1.004560,0.000611678,0.000829843,1.007860209,0.987094378,1.029063,0.00047081,0.000898537,1.003064952,0.991647977,1.014613
Age 60+All,0.000876186,0.008488936,1.00087657,0.984361444,1.017669,-0.11211983,0.07675111,0.988850637,0.97408647,1.003839,0.002406396,0.000963504,1.031281155,1.006651504,1.056513,-0.000668434,0.001066978,0.995664604,0.98222181,1.009291
Age 60+ Female,0.002731197,0.010984541,1.00273493,0.981377087,1.024558,-0.13037892,0.09958574,0.987046733,0.967967567,1.006502,0.003449602,0.001240341,1.045144241,1.013122586,1.078178,-0.001580852,0.001385398,0.989777075,0.972460804,1.007402
Age 60+ Male,-0.001392643,0.012589916,0.998608326,0.974267981,1.023557,-0.08555742,0.11341922,0.991480754,0.969683151,1.013768,0.000929274,0.001440199,1.011965731,0.976054352,1.049198,0.000610843,0.001574904,1.003978372,0.984035016,1.024326
All: LAG 10,0.005598568,0.004762629,1.005614269,0.996270786,1.015045,-0.07774842,0.04188219,0.992255304,0.984143311,1.000434,0.001128429,0.000546459,1.014548708,1.000734597,1.028554,0.000148699,0.000590535,1.000967011,0.993464577,1.008526
Female,0.009137514,0.005604832,1.009179389,0.99815375,1.020327,-0.07251722,0.04939064,0.992774508,0.983210258,1.002432,0.001698603,0.000641477,1.021980201,1.005664728,1.038560,7.98011E-05,0.000696227,1.000518842,0.99168355,1.009433
Male,0.001780085,0.00589634,1.00178167,0.990270896,1.013426,-0.08342193,0.05174893,0.991692507,0.981684816,1.001802,0.000505566,0.000678513,1.006492229,0.98950418,1.023772,0.00022521,0.00072968,1.001464937,0.992198334,1.010818
Warm All,0.004008871,0.005573687,1.004016917,0.993108302,1.015045,-0.07148634,0.06589276,0.992876857,0.98013632,1.005783,0.00113641,0.000623182,1.014652357,0.99891225,1.030640,-0.000211019,0.00079058,0.998629317,0.988621616,1.008738
Warm Female,0.008826227,0.006927864,1.008865293,0.995258888,1.022658,-0.02687562,0.08192703,0.997316046,0.98142934,1.013460,0.001601895,0.000771854,1.020715912,1.001140633,1.040674,-0.000312792,0.00098776,0.997968917,0.985489102,1.010607
Warm Male,-0.001156885,0.007412131,0.998843784,0.984437702,1.013461,-0.11934997,0.08762667,0.988135943,0.971309785,1.005254,0.00062857,0.000832645,1.00807815,0.987238427,1.029358,-0.000100271,0.001045873,0.999348451,0.98612103,1.012753
Cold All,0.005776416,0.007804725,1.005793132,0.990524335,1.021297,-0.09251604,0.05677291,0.99079106,0.979827156,1.001878,0.001551029,0.000933727,1.020051556,0.996434201,1.044229,0.00033594,0.000866107,1.002185996,0.991188458,1.013306
Cold Female,0.008607058,0.008876935,1.008644205,0.9912468,1.026347,-0.105768,0.0648869,0.989478938,0.976974593,1.002143,0.002381518,0.001060737,1.030952807,1.003879165,1.058757,0.000290109,0.000985854,1.001887488,0.989382694,1.014550
Cold Male,0.002680318,0.009278024,1.002683913,0.984614969,1.021084,-0.07831693,0.06715251,0.992198895,0.979225246,1.005344,0.000647269,0.001111482,1.008319459,0.98059101,1.036832,0.000387371,0.001028737,1.002521084,0.98946766,1.015747
Age 0-10 All,0.013687152,0.007864775,1.01378125,0.998273685,1.029530,-0.05661188,0.06691914,0.994354806,0.981397857,1.007483,0.0012564,0.000908186,1.01621193,0.993319762,1.039632,0.001153505,0.000965934,1.007525961,0.995203324,1.020001
Age 0-10 Female,0.0148473,0.01051506,1.014958069,0.994254352,1.036093,-0.139338,0.0892177,0.986162826,0.969068024,1.003559,0.00267995,0.001212411,1.034898506,1.003893955,1.066861,0.000727358,0.001289758,1.004739021,0.988364532,1.021385
Age 0-10 Male,0.01265317,0.009569816,1.01273356,0.99391492,1.031909,0.01184404,0.08158519,1.001185106,0.985302781,1.017323,8.82302E-05,0.00110603,1.001129985,0.973732422,1.029298,0.00150253,0.001176308,1.009814292,0.99479388,1.025061
Age 11-60 All,0.002993066,0.00556267,1.00299755,0.992121433,1.013993,-0.10139189,0.04931212,0.989912039,0.980390454,0.999526,0.00127347,0.000638014,1.016433993,1.000293964,1.032834,-0.000316916,0.000690975,0.997942166,0.989195814,1.006766
Age 11-60 Female,0.00839754,0.006889197,1.008432898,0.994907724,1.022142,-0.05038584,0.06118018,0.994974088,0.98311429,1.006977,0.001551741,0.000789123,1.020060852,1.000064769,1.040457,0.00017797,0.000856532,1.001157474,0.990292017,1.012142
Age 11-60 Male,-0.003266768,0.007266204,0.996738562,0.982643856,1.011035,-0.16025713,0.06431815,0.984102016,0.971773943,0.996586,0.000949259,0.000835297,1.012224633,0.991233238,1.033661,-0.000887862,0.000901714,0.994245518,0.982889143,1.005733
Age 60+All,0.000748673,0.008503488,1.000748953,0.984207861,1.017568,-0.035437,0.07725119,0.996462571,0.981488548,1.011665,0.000453034,0.000967774,1.005815681,0.981689042,1.030535,-1.04442E-05,0.001064842,0.999932115,0.986458547,1.013590
Age 60+ Female,0.004311646,0.010989059,1.004320955,0.982920625,1.026187,-0.0402885,0.09964231,0.995979255,0.976716598,1.015622,0.000908602,0.001245212,1.011697998,0.980581248,1.043802,-0.001023421,0.001382701,0.993369841,0.976024249,1.011024
Age 60+ Male,-0.004054982,0.012628609,0.995953228,0.971603912,1.020913,-0.02811945,0.11504065,0.997192005,0.974958949,1.019932,-0.000177364,0.001446238,0.997732316,0.962180248,1.034598,0.001385365,0.001570965,1.009045538,0.989051158,1.029444
All: LAG 11,0.008859887,0.004772667,1.008899252,0.999505582,1.018381,-0.0264031,0.04240623,0.997363173,0.989107823,1.005687,0.000408132,0.000546446,1.005237759,0.99155075,1.019114,0.000542509,0.000591873,1.003532533,0.995993892,1.011128
Female,0.007188959,0.005625177,1.007214862,0.996170962,1.018381,-0.0485931,0.05008192,0.995152477,0.985431792,1.004969,0.000608482,0.000642375,1.007818979,0.991707242,1.024192,0.000423393,0.000697794,1.002755845,0.993880957,1.011710
Male,0.010688139,0.005897611,1.010745461,0.999129201,1.022497,-0.002629212,0.052264339,0.999737113,0.989548271,1.010031,0.000190989,0.000676902,1.00244765,0.9855677,1.019617,0.000672104,0.000730937,1.004378233,0.995068737,1.013775
Warm All,0.006136568,0.005566688,1.006155435,0.995237238,1.017193,0.01690414,0.06624133,1.001691844,0.988770639,1.014782,0.000994522,0.000616393,1.012811251,0.997269548,1.028595,-2.44953E-05,0.000790965,0.999840793,0.989816097,1.009967
Warm Female,0.006013756,0.006931744,1.006031875,0.992456137,1.019793,-0.05298652,0.08248823,0.994715361,0.978762417,1.010928,0.001500707,0.000765031,1.01939473,1.000015952,1.039149,-0.000397729,0.000987278,0.9974181,0.984951222,1.010043
Warm Male,0.006297744,0.007396629,1.006317616,0.991833877,1.021013,0.09161289,0.08795718,1.009203382,0.991954224,1.026752,0.000450322,0.000821885,1.005780766,0.985254467,1.026735,0.000372289,0.001047953,1.002422809,0.989128484,1.015896
Cold All,0.010532803,0.007866613,1.010588468,0.995126157,1.026291,-0.04866259,0.05782243,0.995145562,0.98393105,1.006488,-0.000133106,0.000945314,0.998297694,0.974900568,1.022256,0.000891789,0.000870793,1.005813461,0.994716731,1.017034
Cold Female,0.007248994,0.008969118,1.007275332,0.989722699,1.025139,-0.05280313,0.06618872,0.994733603,0.98191228,1.007722,-0.00021886,0.001075625,0.997202512,0.970652563,1.024479,0.000899683,0.000992552,1.005865072,0.993225876,1.018665
Cold Male,0.014155456,0.009315435,1.014256119,0.995905608,1.032945,-0.04405407,0.06815976,0.995604283,0.982392142,1.008994,-3.57433E-05,0.00112154,0.99954259,0.97181025,1.028066,0.000884414,0.001031397,1.005765246,0.992635942,1.019068
Age 0-10 All,0.021239742,0.007873916,1.021466911,1.005823759,1.037353,-0.04603263,0.06775714,0.995407316,0.982275301,1.008715,0.000982811,0.000906599,1.012659442,0.989886712,1.035956,0.001513181,0.000967471,1.009884206,0.997513193,1.022409
Age 0-10 Female,0.02668109,0.01052881,1.027040217,1.006062928,1.048455,-0.07899044,0.0905538,0.992132071,0.974678517,1.009898,0.001654782,0.001213735,1.021407124,0.99077385,1.052988,0.001662763,0.001292598,1.010866576,0.994356247,1.027651
Age 0-10 Male,0.016809456,0.009581806,1.01695153,0.998031057,1.036231,-0.0186609,0.08242212,0.99813565,0.982140579,1.014391,0.000431264,0.001101396,1.005535443,0.978131027,1.033708,0.001391545,0.001177455,1.009086073,0.994061966,1.024337
Age 11-60 All,0.006040883,0.005571464,1.006059166,0.995132697,1.017106,-0.01763591,0.04995645,0.998237963,0.988511448,1.008060,0.000484307,0.000637897,1.006218384,0.990243476,1.022451,0.00045095,0.000692707,1.002935475,0.994123423,1.011826
Age 11-60 Female,0.00791568,0.006898477,1.007947092,0.994410346,1.021668,-0.007828039,0.0619274,0.999217502,0.987162538,1.011420,0.000536043,0.00078904,1.006884943,0.987149201,1.027015,0.000910448,0.00085719,1.005935457,0.995009804,1.016981
Age 11-60 Male,0.003890355,0.007277723,1.003897932,0.989679642,1.018320,-0.02876478,0.06515855,0.997127655,0.984474233,1.009944,0.000423203,0.000834177,1.005431697,0.984608839,1.026695,-7.93467E-05,0.000905293,0.999484379,0.988023114,1.011079
Age 60+All,-0.00262809,0.008526055,0.99737536,0.980846644,1.014183,-0.01941386,0.07776892,0.998060497,0.98296271,1.013390,-0.000745116,0.000966237,0.990507853,0.966785683,1.014812,-0.000818309,0.001064553,0.994695112,0.981295724,1.008277
Age 60+ Female,-0.02009832,0.01106093,0.980102305,0.95908292,1.001582,-0.1299183,0.100879,0.9870922,0.967766815,1.006803,-0.000487106,0.00124357,0.99378444,0.963258336,1.025278,-0.002673102,0.001384016,0.982774915,0.965598148,1.000257
