Strata,BETA,SEBeta,RR,Low95%CI,Upper95%CI,BETA,SEBeta,RR,Low95%CI,Upper95%CI,BETA,SEBeta,RR,Low95%CI,Upper95%CI,BETA,SEBeta,RR,Low95%CI,Upper95%CI
Air Pollutant:,AQHI,,IQR=1,,,CO,,IQR=0.1,,,O3,,IQR=12.8,,,PM2.5,,IQR=6.5,,
Age 60+ Male,0.02142765,0.01258912,1.021658871,0.996758241,1.047182,0.1326055,0.1149113,1.013348861,0.990780696,1.036431,-0.001106988,0.00144377,0.985930468,0.950857806,1.022297,0.001720885,0.001567385,1.011248547,0.991255723,1.031645
All: LAG 12,0.00948358,0.004781946,1.009528692,1.000110972,1.019035,0.01736015,0.04256286,1.001737523,0.993415468,1.010129,-0.000269132,0.000547645,0.996561037,0.982962599,1.010348,0.000709606,0.000591568,1.004623093,0.997080134,1.012223
Female,0.007802707,0.005633048,1.007833227,0.99676717,1.019022,0.02928353,0.05015139,1.002932645,0.99312244,1.012840,-0.000452499,0.00064417,0.994224754,0.978286288,1.010423,0.000543103,0.000696785,1.003536408,0.994667398,1.012484
Male,0.011320715,0.005907645,1.011385037,0.999741764,1.023164,0.004589343,0.052542439,1.00045904,0.990208865,1.010815,-6.99956E-05,0.00067731,0.999104458,0.982270749,1.016227,0.000894543,0.000730691,1.005831467,0.996511625,1.015238
Warm All,0.008304192,0.005590684,1.008338767,0.997349969,1.019449,0.08520351,0.06639163,1.008556753,0.995517667,1.021767,0.000363143,0.000614918,1.00465905,0.989279051,1.020278,0.000349261,0.000792749,1.002272775,0.992201144,1.012447
Warm Female,0.003408956,0.006941641,1.003414773,0.989855149,1.017160,0.0263178,0.08238915,1.002635246,0.986574444,1.018958,0.000527363,0.000761706,1.006773081,0.98771663,1.026197,-0.000561238,0.000986733,0.996358599,0.983911795,1.008963
Warm Male,0.013600265,0.007431387,1.013693169,0.999035212,1.028566,0.14865871,0.08829336,1.014976918,0.997563346,1.032694,0.000189199,0.000819212,1.002424682,0.982032728,1.023240,0.001327027,0.001050224,1.008662984,0.995257105,1.022249
Cold All,0.008857711,0.007853965,1.008897057,0.993485253,1.024548,-0.02028561,0.05795765,0.997973495,0.986700964,1.009375,-0.000758377,0.000949599,0.990339737,0.96702516,1.014216,0.000877848,0.000866862,1.005722322,0.994676411,1.016891
Cold Female,0.009952728,0.008958141,1.010002421,0.992423618,1.027893,0.01928639,0.06625632,1.0019305,0.989003311,1.015027,-0.001264488,0.001082965,0.983944834,0.957571514,1.011045,0.001067656,0.000988235,1.0069639,0.994365583,1.019722
Cold Male,0.007628322,0.009303821,1.007657492,0.98944889,1.026201,-0.06308888,0.06845112,0.993710971,0.980467963,1.007133,-0.000214083,0.00112465,0.997263489,0.969518734,1.025802,0.000669527,0.001027418,1.004361409,0.99130068,1.017594
Age 0-10 All,0.020179635,0.007855309,1.02038462,1.004794687,1.036216,0.01424826,0.06797813,1.001425842,0.988171624,1.014858,-0.000271362,0.000907595,0.996532592,0.974098183,1.019484,0.001882877,0.000962218,1.0123139,0.999980043,1.024800
Age 0-10 Female,0.01988636,0.01052835,1.020085411,0.999251075,1.041354,-0.02431394,0.09054665,0.997571559,0.980023687,1.015434,0.000477909,0.001216026,1.006135984,0.975904618,1.037304,0.001664826,0.001287766,1.010880132,0.994430796,1.027602
Age 0-10 Male,0.020434993,0.009537987,1.020645217,1.001742054,1.039905,0.04649729,0.0828905,1.004660556,0.988470175,1.021116,-0.000880908,0.001101287,0.988787709,0.961842358,1.016488,0.002064328,0.00116935,1.013508559,0.998521707,1.028720
Age 11-60 All,0.007158646,0.005594316,1.00718433,0.996201021,1.018289,0.01991459,0.05014107,1.001993443,0.992194432,1.011889,-0.000227479,0.000639273,0.997092504,0.981228607,1.013213,0.000342366,0.000693826,1.002227857,0.99340786,1.011126
Age 11-60 Female,0.007822856,0.006920727,1.007853534,0.994274684,1.021618,0.07109302,0.06205148,1.007134633,0.994959956,1.019458,-0.001064318,0.000791205,0.986469106,0.967081001,1.006246,0.000701282,0.000858038,1.004568738,0.993647194,1.015610
Age 11-60 Male,0.006376664,0.007304651,1.006397038,0.99209099,1.020909,-0.03928401,0.06541834,0.996079305,0.983389112,1.008933,0.000741033,0.00083371,1.00953035,0.98863419,1.030868,-7.36069E-05,0.000906073,0.99952167,0.988050158,1.011126
Age 60+All,-0.000795664,0.008531581,0.999204652,0.982634978,1.016054,0.01573034,0.07796964,1.001574272,0.986384525,1.016998,-0.000394497,0.000968902,0.994963166,0.971069367,1.019445,-8.65605E-05,0.001063924,0.999437515,0.985982143,1.013077
Age 60+ Female,-0.007684772,0.011008607,0.99234468,0.971162335,1.013989,-0.02129563,0.10060953,0.997872703,0.97838793,1.017746,0.000183603,0.001243377,1.002352882,0.971568286,1.034113,-0.001365107,0.001372181,0.991166055,0.973989475,1.008646
Age 60+ Male,0.008976373,0.012679983,1.009016781,0.984248972,1.034408,0.06782461,0.11587535,1.006805514,0.98419709,1.029933,-0.001236564,0.001451301,0.984296586,0.949102708,1.020795,0.001741224,0.001581761,1.011382246,0.991205223,1.031970
All: LAG 13,0.008043051,0.004767493,1.008075483,0.998699611,1.017539,-0.002385147,0.042154803,0.999761514,0.991535174,1.008056,-0.000581456,0.000545069,0.992584991,0.979104082,1.006252,0.000134768,0.000589625,1.000876376,0.993386138,1.008423
Female,0.007875135,0.005622131,1.007906225,0.996860696,1.019074,0.04159506,0.04966829,1.004168169,0.994440035,1.013991,-0.00079625,0.000641209,0.989859762,0.974063628,1.005912,-3.20497E-05,0.000695552,0.999791699,0.99097135,1.008691
Male,0.008218463,0.005891425,1.008252327,0.996676804,1.019962,-0.04996796,0.05211192,0.995015667,0.984904367,1.005231,-0.000346451,0.000675144,0.995575245,0.97885419,1.012582,0.000316814,0.00072806,1.002061413,0.992809781,1.011399
Warm All,0.007381435,0.005575489,1.007408745,0.996459758,1.018478,0.08280804,0.06509555,1.008315185,0.995532087,1.021262,-0.000236655,0.000616292,0.996975399,0.981679187,1.012510,-6.48325E-05,0.000785766,0.999578678,0.989622155,1.009635
Warm Female,0.007210345,0.006929365,1.007236402,0.993649043,1.021010,0.13204798,0.08085244,1.013292366,0.997361208,1.029478,-0.000193349,0.000763267,0.997528193,0.978608407,1.016814,-0.000455152,0.000977184,0.997045884,0.984710281,1.009536
Warm Male,0.007603343,0.007417886,1.007632322,0.993088283,1.022389,0.030046,0.0866423,1.003009118,0.986119938,1.020188,-0.000279017,0.000822634,0.996434952,0.976081044,1.017213,0.000361582,0.001044106,1.002353047,0.989108123,1.015775
Cold All,0.006050281,0.007830651,1.006068621,0.990745296,1.021629,-0.04713401,0.05766204,0.99529769,0.9841124,1.006610,-0.00085241,0.000940866,0.989148459,0.966073564,1.012775,0.000221007,0.000867237,1.001437578,0.990433994,1.012563
Cold Female,0.005555637,0.008953528,1.005571098,0.988078355,1.023374,-0.004696355,0.065935887,0.999530475,0.986696219,1.012532,-0.001355648,0.001074104,0.98279739,0.956667473,1.009641,0.000157568,0.000992157,1.001024717,0.988451316,1.013758
Cold Male,0.006538323,0.009270225,1.006559744,0.988436064,1.025016,-0.09343198,0.06823977,0.990700314,0.977537922,1.004040,-0.000302451,0.001115581,0.996136111,0.968643084,1.024409,0.000288115,0.001025876,1.001874502,0.988865539,1.015055
Age 0-10 All,0.018744758,0.007858046,1.018921544,1.003348582,1.034736,0.02514633,0.06736245,1.002517797,0.989368511,1.015842,-0.000891097,0.00090485,0.988658761,0.966468166,1.011359,0.001086715,0.000962749,1.007088654,0.994811731,1.019517
Age 0-10 Female,0.02298787,0.01052497,1.023254127,1.002361713,1.044582,0.0886593,0.08973522,1.008905349,0.991315755,1.026807,-0.001393216,0.001210883,0.982324905,0.952931937,1.012624,0.001407665,0.001287668,1.00919181,0.992771187,1.025884
Age 0-10 Male,0.015299308,0.009555624,1.015416942,0.99657616,1.034614,-0.02753597,0.08221065,0.997250191,0.981309981,1.013449,-0.000478264,0.001100308,0.993896921,0.966836085,1.021715,0.000827432,0.001171366,1.005392797,0.990500513,1.020509
Age 11-60 All,0.003032982,0.0055778,1.003037586,0.992131613,1.014063,-0.01288636,0.04967099,0.998712194,0.989036393,1.008483,-0.000572655,0.000636393,0.992696815,0.976973441,1.008673,-0.000293585,0.000691508,0.998093517,0.98933912,1.006925
Age 11-60 Female,0.003554474,0.006914825,1.003560799,0.990051237,1.017255,0.05978066,0.06146786,1.00599597,0.993948748,1.018189,-0.000928505,0.000787995,0.988185482,0.968841663,1.007916,-0.000333306,0.000857418,0.997835856,0.986995307,1.008795
Age 11-60 Male,0.002322688,0.007276306,1.002325388,0.988132114,1.016723,-0.09762366,0.06490814,0.990285131,0.977766528,1.002964,-0.000165182,0.000831329,0.997887904,0.977291107,1.018919,-0.000258475,0.000901819,0.998321323,0.986917074,1.009857
Age 60+All,0.006629342,0.008487262,1.006651365,0.990044199,1.023537,-0.01520005,0.0773841,0.99848115,0.983451173,1.013741,-9.22929E-05,0.000965201,0.998819348,0.974923462,1.023301,-2.92365E-05,0.001057135,0.999809981,0.986434909,1.013366
Age 60+ Female,0.001424307,0.010975541,1.001425322,0.980112661,1.023201,-0.08049852,0.09987164,0.991982461,0.972753379,1.011592,0.000323594,0.00124131,1.004150593,0.973361259,1.035914,-0.000950541,0.001367814,0.993840531,0.976671939,1.011311
Age 60+ Male,0.01414745,0.01259782,1.014247999,0.989511119,1.039603,0.07788229,0.11513675,1.007818636,0.985330093,1.030820,-0.000692289,0.001443562,0.991177846,0.955923507,1.027732,0.001295454,0.001567418,1.008456003,0.988517973,1.028796
All: LAG 14,0.006017408,0.004746719,1.006035549,0.996719232,1.015439,-0.02860026,0.0419022,0.99714406,0.988988221,1.005367,-0.000376546,0.000542087,0.995191808,0.981748938,1.008819,0.000544436,0.000585916,1.003545103,0.99608196,1.011064
Female,0.006492593,0.005594197,1.006513716,0.995537952,1.017610,-0.01925198,0.04944868,0.998076654,0.988450079,1.007797,-0.000341972,0.000638128,0.995632325,0.979819805,1.011700,0.000694659,0.000690528,1.004525493,0.995727112,1.013402
Male,0.005481889,0.005872508,1.005496942,0.993989907,1.017137,-0.03868303,0.05175512,0.996139169,0.986085409,1.006295,-0.000413403,0.000671374,0.994722417,0.978108192,1.011619,0.000380144,0.00072478,1.002473991,0.993260055,1.011773
Warm All,0.008548975,0.005548569,1.008585622,0.997676483,1.019614,0.06704929,0.0647137,1.006727457,0.994038882,1.019578,0.000471036,0.000612803,1.006047473,0.990698786,1.021634,0.000780834,0.000780744,1.005088323,0.995140588,1.015135
Warm Female,0.010940088,0.006886401,1.01100015,0.997446009,1.024738,0.187448,0.08018437,1.018921587,1.003033255,1.035062,-9.04146E-05,0.000759274,0.998843363,0.9799968,1.018052,0.001298195,0.000968281,1.00847397,0.996109953,1.020991
Warm Male,0.005949377,0.007399175,1.00596711,0.991483467,1.020662,-0.06235846,0.08629017,0.993783557,0.977117157,1.010734,0.001082,0.000818162,1.01394595,0.99334579,1.034973,0.000220117,0.001041496,1.001431785,0.988231894,1.014808
Cold All,0.000244845,0.007796063,1.000244875,0.985077029,1.015646,-0.07967077,0.05724924,0.992064576,0.980994988,1.003259,-0.001262895,0.000936227,0.983964897,0.961122777,1.007350,0.000337367,0.000861209,1.002195292,0.991259505,1.013252
Cold Female,-0.001580454,0.008917179,0.998420794,0.981122333,1.016024,-0.11400056,0.06573142,0.988664678,0.976009056,1.001484,-0.000526677,0.00107209,0.993281207,0.966921409,1.020360,0.000226485,0.000986333,1.001473237,0.988967579,1.014137
Cold Male,0.0022068,0.009228243,1.002209237,0.984244875,1.020501,-0.04285562,0.06748705,0.995723608,0.982639438,1.008982,-0.002068334,0.001106955,0.973872707,0.947199103,1.001297,0.000457537,0.001018018,1.002978417,0.990054231,1.016071
Age 0-10 All,0.019555976,0.007831306,1.019748447,1.004215476,1.035522,-0.02144222,0.06676452,0.997858075,0.984885323,1.011002,-0.000558229,0.000898293,0.992880136,0.97075447,1.015510,0.001534394,0.000958574,1.010023463,0.997763832,1.022434
Age 0-10 Female,0.02589803,0.01046788,1.026236298,1.005395489,1.047509,0.06169444,0.08890021,1.006188514,0.988808103,1.023874,-0.000953153,0.001202189,0.987873764,0.95852381,1.018122,0.002098526,0.001278,1.013733874,0.997362184,1.030374
Age 0-10 Male,0.01443167,0.00953583,1.014536309,0.995750498,1.033677,-0.08957178,0.0814684,0.991082818,0.975383078,1.007035,-0.000244723,0.001091727,0.996872447,0.969939383,1.024553,0.001079769,0.001169104,1.007043186,0.992155047,1.022155
Age 11-60 All,-0.000348358,0.005546344,0.999651703,0.988843508,1.010578,-0.05934924,0.04951697,0.994082653,0.984481423,1.003778,7.30727E-05,0.000632463,1.000935768,0.985179027,1.016945,-1.15272E-05,0.000686456,0.999925076,0.991218409,1.008708
Age 11-60 Female,-0.000383633,0.006874369,0.999616441,0.986238176,1.013176,-0.07168479,0.06146715,0.992857153,0.980967411,1.004891,-4.82354E-05,0.000783662,0.999382777,0.979926289,1.019226,0.000336477,0.000850158,1.002189494,0.991393339,1.013103
Age 11-60 Male,-0.000428751,0.007243611,0.999571341,0.985480215,1.013864,-0.04524448,0.06456255,0.995485772,0.982968005,1.008163,0.000213489,0.000826315,1.002736396,0.982163064,1.023741,-0.000428658,0.000897312,0.997217601,0.985882567,1.008683
Age 60+All,0.004094235,0.008475015,1.004102628,0.987561215,1.020921,0.06352661,0.07672377,1.006372882,0.991352409,1.021621,-0.001526257,0.000966197,0.980653503,0.957168301,1.004715,0.000708813,0.001052595,1.004617914,0.991235855,1.018181
Age 60+ Female,0.002127283,0.010947191,1.002129547,0.9808564,1.023864,0.02855819,0.09870472,1.002859901,0.983644915,1.022450,-0.00049261,0.001240868,0.993714429,0.963255771,1.025136,-3.65714E-06,0.001364171,0.999976229,0.982747253,1.017507
Age 60+ Male,0.006913276,0.012578142,1.006937228,0.982416543,1.032070,0.1145097,0.1145205,1.011516783,0.989065177,1.034478,-0.003042735,0.001446151,0.961801676,0.927531944,0.997338,0.001719056,0.001554731,1.011236525,0.991403752,1.031466
,,,,,,,,,,,,,,,,,,,,
Strata,BETA,SEBeta,RR,Low95%CI,Upper95%CI,BETA,SEBeta,RR,Low95%CI,Upper95%CI,BETA,SEBeta,RR,Low95%CI,Upper95%CI,BETA,SEBeta,RR,Low95%CI,Upper95%CI
Air Pollutant:,AQHIX,,IQR=1.5,,,NO2,,IQR=8.8,,,O3H8,,IQR=19,,,SO2,,IQR=1.2,,
All: LAG 0,-0.006025332,0.003197292,0.991002722,0.981730904,1.000362,-0.001884845,0.000547215,0.983550165,0.974310731,0.992877,0.000624082,0.000368966,1.011928138,0.998119035,1.025928,0.004174121,0.003154359,1.005021511,0.997592795,1.012506
Female,-0.007095935,0.003758728,0.989412543,0.978539072,1.000407,-0.001907073,0.000643453,0.983357795,0.972504555,0.994332,0.000381789,0.00043413,1.007280365,0.991126593,1.023697,0.003158047,0.003732538,1.003796846,0.995023153,1.012648
Male,-0.004862416,0.003950838,0.99273291,0.981268568,1.004331,-0.001861376,0.000676771,0.983753316,0.972336778,0.995304,0.00088738,0.00045533,1.017003156,0.999903735,1.034395,0.005225118,0.003868843,1.00628984,0.997174622,1.015488
Warm All,0.004912557,0.003616162,1.007396052,0.996742636,1.018163,0.001078475,0.000801916,1.009535758,0.995668541,1.023596,0.00035508,0.000345756,1.006769329,0.993889313,1.019816,0.001461397,0.004639297,1.001755215,0.990883856,1.012746
Warm Female,0.005057619,0.004500307,1.007615278,0.994371426,1.021036,0.001168154,0.000997829,1.010332773,0.993093163,1.027872,0.00033799,0.000430191,1.006442474,0.990447416,1.022696,0.001806595,0.005832521,1.002170266,0.988516272,1.016013
Warm Male,0.004775006,0.004817995,1.007188221,0.993022063,1.021556,0.000983816,0.001068542,1.008695166,0.990274965,1.027458,0.000375903,0.000460741,1.007167723,0.990034154,1.024598,0.001073801,0.006112989,1.001289392,0.986996102,1.015790
Cold All,-0.019017354,0.005425194,0.971876995,0.956498459,0.987503,-0.003315319,0.000769262,0.971246669,0.958445059,0.984219,0.001380541,0.000894961,1.02657732,0.992927063,1.061368,0.005268349,0.004411745,1.006342045,0.995953803,1.016839
Cold Female,-0.020309093,0.006177149,0.969995701,0.952538781,0.987773,-0.003252406,0.000876872,0.971784533,0.957197571,0.986594,0.000509315,0.001021017,1.009723958,0.972052282,1.048856,0.003950289,0.005046805,1.0047516,0.992895618,1.016749
Cold Male,-0.017617317,0.006431,0.973920135,0.955679077,0.992509,-0.003385175,0.000911961,0.970649795,0.955501406,0.986038,0.002322498,0.001055694,1.045115559,1.004825021,1.087022,0.006665958,0.005189438,1.008031228,0.995802426,1.020410
Age 0-10 All,-0.010774682,0.005272155,0.983967882,0.968833839,0.999338,-0.002683731,0.000883827,0.976659862,0.961884324,0.991662,0.00048813,0.000625558,1.009317611,0.986076531,1.033106,-0.001264691,0.005053855,0.998483522,0.986685141,1.010423
Age 0-10 Female,-0.012853887,0.007044316,0.980903856,0.960797971,1.001430,-0.003225995,0.00117809,0.972010418,0.952458776,0.991963,0.000650252,0.000837504,1.012431424,0.981342388,1.044505,-0.007051645,0.00673224,0.991573728,0.975996574,1.007399
Age 0-10 Male,-0.009059332,0.006404281,0.986502916,0.968102234,1.005253,-0.002239478,0.001076541,0.980485515,0.962447668,0.998861,0.000365539,0.000758092,1.006969415,0.978938845,1.035803,0.003524227,0.006150751,1.004238028,0.989814731,1.018871
Age 11-60 All,-0.006182298,0.003725026,0.990769419,0.97997813,1.001680,-0.001678425,0.000642015,0.985338403,0.974487473,0.996310,0.000326052,0.000426667,1.006214217,0.990352745,1.022330,0.00380892,0.003695061,1.004581166,0.995888396,1.013350
Age 11-60 Female,-0.008693435,0.004608074,0.987044502,0.973762456,1.000508,-0.001705707,0.000793486,0.98510187,0.971711559,0.998677,-0.00026437,0.000529222,0.994989564,0.975572055,1.014794,0.002043061,0.00460623,1.002454681,0.991652853,1.013374
Age 11-60 Male,-0.003276109,0.004866422,0.995097891,0.98096211,1.009437,-0.001647451,0.000840317,0.985607015,0.971424861,0.999996,0.001002903,0.000555234,1.019237865,0.998379557,1.040532,0.00578925,0.004783532,1.006971287,0.995705481,1.018365
Age 60+All,0.002390613,0.005681532,1.003592357,0.986967879,1.020497,-0.001142545,0.000990574,0.98999598,0.973225159,1.007056,0.001783334,0.000641999,1.034463925,1.010025222,1.059494,0.015685913,0.005786913,1.019001367,1.005225884,1.032966
Age 60+ Female,0.005028902,0.007307546,1.007571876,0.986155891,1.029453,-0.000717057,0.001273216,0.993709765,0.972125341,1.015773,0.001969673,0.000826889,1.038132875,1.006652471,1.070598,0.021820367,0.007495279,1.026530265,1.008592247,1.044787
Age 60+ Male,-0.001237815,0.00846757,0.998145,0.97360327,1.023305,-0.001725726,0.001478238,0.984928343,0.960133408,1.010364,0.001523619,0.000955999,1.029371849,0.993369438,1.066679,0.007330541,0.00854687,1.008835453,0.988758079,1.029321
All: LAG 1,-0.000614096,0.003197013,0.99907928,0.98973271,1.008514,-0.000828316,0.000544975,0.992737321,0.983449579,1.002113,0.000803984,0.0003717,1.015392966,1.001434616,1.029546,0.006796753,0.003160237,1.008189455,1.000723488,1.015711
Female,-0.004519382,0.003755329,0.993243853,0.982338092,1.004271,-0.001563261,0.000639558,0.986337494,0.975516901,0.997278,0.000666165,0.000437331,1.012737576,0.996377506,1.029366,0.007063635,0.003744607,1.008512388,0.999669101,1.017434
Male,0.003613913,0.003946859,1.005435589,0.993836179,1.017170,-2.88631E-05,0.000673653,0.999746037,0.988197046,1.011430,0.000951038,0.000458371,1.018233967,1.001000486,1.035764,0.006490709,0.003867523,1.007819263,0.998693291,1.017029
Warm All,0.011538003,0.00361093,1.017457638,1.006713304,1.028317,0.00265121,0.000794778,1.023604937,1.00966876,1.037733,0.000751547,0.000347171,1.014381831,1.001351658,1.027582,0.01176604,0.004568899,1.014219395,1.003378893,1.025177
Warm Female,0.007974393,0.004510618,1.012033415,0.998701217,1.025544,0.001328545,0.000993625,1.011759805,0.994567959,1.029249,0.000758778,0.000432947,1.014521205,0.99829529,1.031011,0.010697522,0.005751578,1.012919775,0.999309553,1.026715
Warm Male,0.015345063,0.004802335,1.023284544,1.008938441,1.037835,0.004070667,0.001055594,1.036471203,1.017771043,1.055515,0.000740932,0.00046212,1.014177266,0.996873258,1.031782,0.012827557,0.006023817,1.015512152,1.001225801,1.030002
Cold All,-0.015979434,0.005401417,0.976315828,0.960934225,0.991944,-0.002701829,0.000765376,0.976504329,0.963698011,0.989481,0.000930851,0.000902591,1.017843495,0.984199833,1.052637,0.003529831,0.004447297,1.004244781,0.993795085,1.014804
Cold Female,-0.019884096,0.006141301,0.970614266,0.953246674,0.988298,-0.003081605,0.00087072,0.973246271,0.958739093,0.987973,0.000192881,0.001028085,1.003671462,0.965971309,1.042843,0.004586096,0.005104533,1.005518486,0.993518549,1.017663
Cold Male,-0.011669226,0.006400757,0.982648463,0.964329667,1.001315,-0.002281647,0.000907202,0.980121737,0.964904724,0.995579,0.001737505,0.001065635,1.033563557,0.993350554,1.075404,0.00242282,0.005207901,1.002911615,0.990701898,1.015272
Age 0-10 All,-0.001248854,0.00524178,0.998128472,0.982864399,1.013630,-0.000877676,0.000873624,0.992306201,0.977465956,1.007372,0.000780595,0.000629933,1.014941835,0.991409709,1.039033,0.007672204,0.005035172,1.009249156,0.997367392,1.021272
Age 0-10 Female,-0.001174769,0.006986292,0.998239398,0.977944996,1.018955,-0.000894814,0.001160219,0.992156558,0.9724994,1.012211,0.000847658,0.000846057,1.016235895,0.984716338,1.048764,0.006518177,0.006709571,1.007852483,0.992072491,1.023883
Age 0-10 Male,-0.001260825,0.006374503,0.99811055,0.979579113,1.016993,-0.000859973,0.001065722,0.992460801,0.974384455,1.010872,0.000735782,0.000761375,1.014078033,0.985729062,1.043242,0.008659507,0.006124707,1.010445587,0.995994142,1.025107
Age 11-60 All,-0.000522122,0.003724796,0.999217124,0.988334493,1.010220,-0.000866129,0.000639662,0.992407038,0.981518099,1.003417,0.000847028,0.000429123,1.01622373,1.000112998,1.032594,0.004818706,0.003703896,1.005799198,0.997075169,1.014600
Age 11-60 Female,-0.005729857,0.004601886,0.991442044,0.978118618,1.004947,-0.001707715,0.000789254,0.985084463,0.971765319,0.998586,0.00049462,0.000531204,1.009442078,0.989669473,1.029610,0.005881094,0.004611042,1.007082274,0.996219307,1.018064
Age 11-60 Male,0.005489224,0.004862624,1.008267827,0.99395606,1.022786,0.000111276,0.000836603,1.000979708,0.986639554,1.015528,0.001250316,0.000559413,1.024040426,1.002927741,1.045598,0.003636667,0.004796682,1.004373537,0.993106077,1.015769
Age 60+All,6.05759E-05,0.00569814,1.000090868,0.98347637,1.016986,-0.000636164,0.000988144,0.994417398,0.97761265,1.011511,0.000704399,0.000647834,1.013473542,0.989315729,1.038221,0.011773372,0.005826946,1.014228319,1.000423159,1.028224
Age 60+ Female,-0.005345671,0.007340732,0.992013556,0.970833538,1.013656,-0.002083191,0.001269743,0.98183493,0.960565978,1.003575,0.000949524,0.000836473,1.018204677,0.986976254,1.050421,0.011770649,0.007617369,1.014225005,0.996215905,1.032560
Age 60+ Male,0.007613082,0.008467319,1.011485076,0.986616077,1.036981,0.001414007,0.001473426,1.012521001,0.987113363,1.038583,0.000364422,0.000960064,1.006948044,0.971582819,1.043601,0.011658895,0.008495722,1.014089002,0.994026648,1.034556
All: LAG 2,0.002158927,0.003199489,1.00324364,0.993850877,1.012725,8.47354E-05,0.000543735,1.00074595,0.991404485,1.010175,0.000448181,0.000372816,1.008551798,0.994646154,1.022652,0.007137945,0.003149126,1.008602323,1.001159461,1.016101
Female,-0.002076861,0.003761063,0.996889556,0.985927145,1.007974,-0.00061067,0.000639001,0.994640518,0.983738288,1.005664,0.000179295,0.000437934,1.003412414,0.987180818,1.019911,0.007227713,0.003720263,1.008710977,0.9999232,1.017576
Male,0.006735505,0.003946611,1.010154468,0.998501345,1.021944,0.000837868,0.000670925,1.007400488,0.995809927,1.019126,0.000738399,0.000460429,1.014128457,0.996888057,1.031667,0.007052309,0.003866812,1.008498681,0.999368229,1.017713
Warm All,0.007887148,0.003611062,1.011900982,1.001214937,1.022701,0.002474891,0.000786681,1.022017935,1.008244164,1.035980,0.000180978,0.000349676,1.003444501,0.990462422,1.016597,0.009308597,0.004482888,1.011232937,1.00062676,1.021952
Warm Female,0.004148504,0.004503203,1.006242158,0.993007898,1.019653,0.001669893,0.000983096,1.014803562,0.997741174,1.032158,-8.58434E-05,0.000434748,0.998370305,0.982336816,1.014665,0.011040239,0.005618799,1.013336434,1.000032872,1.026817
Warm Male,0.01192002,0.004789761,1.018040835,1.003805355,1.032478,0.003343064,0.001042467,1.029855976,1.011504162,1.048541,0.000469406,0.000464972,1.008958604,0.991638312,1.026581,0.007480566,0.005916599,1.00901709,0.995073016,1.023157
Cold All,-0.006013029,0.005455443,0.991021011,0.975252813,1.007044,-0.00126523,0.00077006,0.98892773,0.975879641,1.002150,0.001215223,0.000905853,1.023357857,0.989411726,1.058469,0.005374977,0.004474831,1.006470818,0.995933461,1.017120
Cold Female,-0.009793582,0.006207658,0.985417004,0.967595755,1.003566,-0.001750268,0.000876572,0.984715651,0.969939605,0.999717,0.000924094,0.001030452,1.01771283,0.979398916,1.057526,0.005212257,0.005119798,1.00627431,0.994229656,1.018465
Cold Male,-0.001896242,0.006446985,0.997159678,0.978437371,1.016240,-0.000737466,0.000910003,0.993531312,0.978058854,1.009249,0.001532802,0.001070908,1.029551467,0.989300278,1.071440,0.005543435,0.00525659,1.006674297,0.994304901,1.019198
Age 0-10 All,0.006748147,0.005247134,1.010173623,0.99470969,1.025878,0.001058606,0.000869458,1.009359259,0.994335426,1.024610,0.000421784,0.000632218,1.008046093,0.984590065,1.032061,0.015613531,0.004994201,1.018912862,1.007014363,1.030952
Age 0-10 Female,0.00617333,0.006988675,1.009303001,0.988776746,1.030255,0.001302543,0.001154443,1.011528323,0.991586142,1.031872,-7.06814E-05,0.000845162,0.998657955,0.967715849,1.030589,0.018068148,0.006640268,1.021918535,1.00608229,1.038004
Age 0-10 Male,0.007294578,0.006379021,1.011001948,0.992217983,1.030142,0.000859525,0.001059667,1.007592498,0.989343867,1.026178,0.000837028,0.000766219,1.016030666,0.987448966,1.045440,0.013578676,0.006084936,1.016427889,1.001984608,1.031079
Age 11-60 All,0.001662314,0.003725101,1.002496582,0.991577345,1.013536,-0.000117768,0.000637945,0.998964178,0.988032553,1.010017,0.000555261,0.000430105,1.010605806,0.994547766,1.026923,0.004153377,0.00369195,1.004996493,0.99630742,1.013761
Age 11-60 Female,-0.002252016,0.004611305,0.996627675,0.983207335,1.010231,-0.000990443,0.00078885,0.991321975,0.977925309,1.004902,0.000562232,0.000532581,1.010739669,0.990890834,1.030986,0.005174877,0.004586415,1.006229174,0.995433065,1.017142
Age 11-60 Male,0.006161418,0.004854899,1.009284967,0.99498136,1.023794,0.000891716,0.000832357,1.00787797,0.993511747,1.022452,0.000545097,0.000560625,1.010410661,0.989534318,1.031727,0.003016988,0.004794008,1.003626947,0.992374105,1.015007
Age 60+All,-0.004147663,0.00571047,0.993797819,0.977252441,1.010623,-0.001071394,0.000989489,0.99061604,0.973852939,1.007668,0.000143488,0.000649876,1.002729992,0.978753838,1.027293,0.001046207,0.005846526,1.001256237,0.987582165,1.015120
Age 60+ Female,-0.01248144,0.00735487,0.981452011,0.960457565,1.002905,-0.002231187,0.001271913,0.980557055,0.95927988,1.002306,-0.000631123,0.000837034,0.988080273,0.957755758,1.019365,-0.002747239,0.007585154,0.996708741,0.979084851,1.014650
